PDB_ID,Uniprot_Name,Ki,IC50,pKd,B_factor,Resolution,Date,Type,EC_number,Uniprot_ID,Uniprot_AC,Species,Reign,TaxId,Class,X,Y,Z,HET_CODE,MW,BSA,CHAIN,SITE_SIZE,NON_STDAA,IFP_LENGTH,ION,COF,IFP_BIT_1,IFP_BIT_2,IFP_BIT_3,IFP_BIT_4,IFP_BIT_5,IFP_BIT_6,IFP_BIT_7,IFP_BIT_8,scPDB_ID,Cavity_4A,Cavity_6A,Cavity_8A,Cavity_12A,Cluster_id,Cluster_size,Subcluster_belongership,Cluster_mean_point_sa,Cluster_tot_entries
3ge5,Nitroreductase family protein,,,,8.763,1.7,2009-02-25,Mutant,No_EC,Q7MX99_PORGI,Q7MX99,Porphyromonas gingivalis ,Bacteria,837,No Enzyme,66.5102,31.0858,17.3525,FMN,457.351741,98.3180428135,AB,47,0,25,,,15,0,0,9,1,0,0,0,6619,455,550,749,914,1000,3,3,3ge5,4
30000000000,Nitroreductase family protein,,,,4.214,1.4,2008-08-01,Mutant,No_EC,Q97IT9_CLOAB,Q97IT9,Clostridium acetobutylicum,Bacteria,1488,No Enzyme,17.4076,10.6023,62.0296,FMN,457.351741,93.4351145038,AB,47,0,24,,,14,1,0,7,2,0,0,0,6894,327,334,347,351,1000,3,1,3000000000000000000000000000000000000000,4
3000000000000000000000000000000000000000,Nitroreductase family protein,,,,5.545,1.7,2008-08-06,Mutant,No_EC,Q314Q8_DESDG,Q314Q8,Desulfovibrio desulfuricans ,Bacteria,207559,No Enzyme,19.9524,59.673,-0.4906,FMN,457.351741,96.2006079027,AB,45,0,24,,,15,1,0,7,1,0,0,0,6936,313,320,344,361,1000,3,1,3000000000000000000000000000000000000000,4
2wm3,NmrA-like family domain-containing protein 1,,,,6.925,1.85,2009-06-29,Wild_Type,No_EC,NMRL1_HUMAN,Q9HBL8,Homo sapiens ,Eukaryota,9606,No Enzyme,71.8769,17.0054,86.2094,NFL,281.21003,90.5286343612,A,26,1,14,,NAP,9,1,1,2,0,1,0,0,7094,273,324,408,526,1230,1,1,2wm3,2
2wmd,NmrA-like family domain-containing protein 1,,,,7.806,2,2009-06-30,Wild_Type,No_EC,NMRL1_HUMAN,Q9HBL8,Homo sapiens ,Eukaryota,9606,No Enzyme,-23.2583,9.7464,-2.4062,ZZ0,247.65712,94.8402948403,A,29,1,15,,NAP,9,1,1,2,0,2,0,0,7095,192,192,192,249,1230,1,1,2wm3,2
1sjw,Nogalonic acid methyl ester cyclase,,,,10.638,1.35,2004-03-04,Mutant,No_EC,Q9RN59_STRNO,Q9RN59,Streptomyces nogalater,Bacteria,38314,No Enzyme,7.8538,-0.7103,14.2281,NGV,378.3317,96.06254447,A,39,0,20,,,16,0,3,1,0,0,0,0,142,428,472,499,499,,,,,
3lxn,Non-receptor tyrosine-protein kinase TYK2,,,,8.859,2.5,2010-02-25,Mutant,2.7.10.2,TYK2_HUMAN,P29597,Homo sapiens ,Eukaryota,9606,Enzyme,-7.8322,7.8784,15.8494,MI1,312.3696,97.3534971645,A,44,0,20,,,17,1,0,1,1,0,0,0,8182,327,432,594,725,1156,1,1,3lxp,2
3lxp,Non-receptor tyrosine-protein kinase TYK2,,,,8.765,1.65,2010-02-25,Mutant,2.7.10.2,TYK2_HUMAN,P29597,Homo sapiens ,Eukaryota,9606,Enzyme,-4.4278,24.2182,-30.6953,IZA,309.337543,95.8984375,A,43,0,18,,,16,0,0,1,1,0,0,0,8184,364,489,658,712,1156,1,1,3lxp,2
2c02,Non-secretory ribonuclease,,,,11.06,2,2005-08-24,Wild_Type,3.1.27.5,RNAS2_HUMAN,P10153,Homo sapiens ,Eukaryota,9606,Enzyme,11.7292,9.6665,11.1141,ADP,425.1852,69.15064814,A,28,0,14,,,7,0,0,4,1,2,0,0,2276,621,715,793,853,,,,,
2r8f,Non-structural protein 2,,,,30.331,2.8,2007-09-10,Mutant,No_EC,NSP2_ROTSR,Q03243,Rotavirus A ,Viruses,36435,No Enzyme,-16.2158,45.2034,14.93,AGS,519.215,68.5761232041,A,32,0,12,,,5,0,0,3,1,3,0,0,5229,708,1002,1150,1188,1302,1,1,2r7p,2
2r7p,Non-structural protein 2,,,,31.73,2.8,2007-09-09,Mutant,No_EC,NSP2_ROTSR,Q03243,Rotavirus A ,Viruses,36435,No Enzyme,17.9703,-43.9662,15.9528,ANP,370.0616,76.8514095923,A,27,0,10,,,3,0,0,3,0,4,0,0,5316,421,455,455,459,1302,1,1,2r7p,2
3fqq,Non-structural protein 5A,,,,12.358,2.2,2009-01-07,Mutant,No_EC,POLG_HCVCO,Q9WMX2,Hepatitis C virus genotype 1b ,Viruses,333284,No Enzyme,33.3962,6.8637,5.9516,0BD,320.42168,54.0540540541,A,23,0,9,,,7,0,0,1,1,0,0,0,6644,226,286,327,357,,,,,
2v0u,NPH1-1,,,,6.819,1.4,2007-05-18,Wild_Type,No_EC,O49003_AVESA,O49003,Avena sativa ,Eukaryota,4498,No Enzyme,19.6947,3.3145,7.2002,FMN,457.3517,93.3782222163,A,48,0,31,,,20,0,1,6,2,2,0,0,173,496,536,536,536,1216,2,2,2v0u,4
2wkp,NPH1-1,,,,11.231,1.9,2009-06-16,Mutant,No_EC,O49003_AVESA,O49003,Avena sativa ,Eukaryota,4498,No Enzyme,15.7906,-49.406,23.157,GTP,519.148663,90.5109489051,A,41,1,25,MG,,10,0,1,9,1,2,1,1,7080,469,587,631,658,1216,2,1,2wkp,4
2wkq,NPH1-1,,,,9.678,1.6,2009-06-16,Mutant,No_EC,O49003_AVESA,O49003,Avena sativa ,Eukaryota,4498,No Enzyme,15.1652,-47.8774,23.3764,GTP,519.148663,89.9270072993,A,41,1,25,MG,,10,0,1,9,1,2,1,1,7081,509,631,708,735,1216,2,1,2wkp,4
2wkr,NPH1-1,,,,9.134,2.2,2009-06-16,Mutant,No_EC,O49003_AVESA,O49003,Avena sativa ,Eukaryota,4498,No Enzyme,15.1721,-47.6179,23.429,GTP,519.148663,90.1615271659,A,44,1,26,MG,,10,0,1,10,1,2,1,1,7082,506,648,718,742,1216,2,1,2wkp,4
1qxa,NPQTN specific sortase B,,,,25.405,2.5,2003-09-05,Mutant,No_EC,Q8NX63_STAAW,Q8NX63,Staphylococcus aureus ,Bacteria,196620,No Enzyme,29.7347,20.1893,8.6015,GLY_GLY_GLY,189.1692,65.67449969,A,18,0,10,,,7,0,0,1,1,0,1,0,4574,337,489,563,610,,,,,
2x2o,NrdI protein,,,,4.093,1.13,2010-01-15,Wild_Type,No_EC,Q81G57_BACCR,Q81G57,Bacillus cereus ,Bacteria,226900,No Enzyme,-0.4031,2.3548,2.9095,FMN,455.335861,78.0235988201,A,39,0,25,,,12,1,0,9,2,1,0,0,7222,401,469,502,513,1249,1,1,2x2o,2
2x2p,NrdI protein,,,,5.404,1.15,2010-01-15,Wild_Type,No_EC,Q81G57_BACCR,Q81G57,Bacillus cereus ,Bacteria,226900,No Enzyme,-0.5941,2.2261,2.5237,FMN,455.335861,79.3768545994,A,40,0,25,,,12,1,0,9,2,1,0,0,7223,428,506,533,543,1249,1,1,2x2o,2
3kee,NS3 protease,,,,10.004,2.4,2009-10-26,Mutant,3.4.21.98,P90191_9HEPC,P90191,Hepatitis C virus,Viruses,11103,Enzyme,-10.1751,-61.0565,16.4145,30B,749.93908,68.0517082179,A,48,0,29,,,22,0,1,4,2,0,0,0,7832,705,823,837,837,,,,,
2p3q,NS5 protein,,,,37.593,2.75,2007-03-09,Mutant,2.1.1.57,Q9WLZ8_9FLAV,Q9WLZ8,Dengue virus 2,Viruses,11060,Enzyme,-11.5048,88.1771,9.8593,SAH,384.411,86.7961371478,A,44,0,21,,,14,0,0,4,1,1,1,0,5131,570,803,968,1005,1365,1,1,3gcz,4
2oxt,NS5 protein,,,,23.608,2.9,2007-02-21,Wild_Type,2.1.1.57,A0EKU1_9FLAV,A0EKU1,Meaban virus,Viruses,35279,Enzyme,-20.9261,-18.234,2.2319,SAM,399.445,89.1844272672,AB,50,0,22,,,15,0,0,5,1,0,1,0,5374,577,843,975,1015,1365,1,1,3gcz,4
3gcz,NS5 protein,,,,9.211,1.7,2009-02-23,Mutant,2.1.1.57,Q7T918_9FLAV,Q7T918,Yokose virus,Viruses,64294,Enzyme,-7.5297,12.3114,1.1785,SAM,399.44532,88.3076923077,A,47,0,25,,,17,0,0,4,2,1,1,0,6311,448,617,688,705,1365,1,1,3gcz,4
2oy0,NS5 protein,,,,13.216,2.8,2007-02-21,Wild_Type,2.1.1.57,Q9Q6P4_WNV,Q9Q6P4,West Nile virus ,Viruses,11082,No Enzyme,7.9668,1.4949,-54.5371,SAH,384.411,90.98419097,B,44,0,22,,,14,0,0,5,2,0,1,0,5258,384,428,448,479,1365,1,1,3gcz,4
2vhj,NTPase P4,,,,15.037,1.8,2007-11-21,Mutant,No_EC,Q94M05_9VIRU,Q94M05,Pseudomonas phage phi12,Viruses,161736,No Enzyme,32.1811,52.9577,28.68,ADP,425.1852,79.7896446619,BC,33,0,17,,,9,1,0,6,0,1,0,0,1248,425,634,877,1137,548,1,1,1w44,5
1w44,NTPase P4,,,,22.865,2,2004-07-22,Wild_Type,No_EC,Q94M05_9VIRU,Q94M05,Pseudomonas phage phi12,Viruses,161736,No Enzyme,66.2983,53.7259,32.6466,ADP,425.1852,86.66534722,AB,37,0,17,,,8,1,0,6,0,2,0,0,2280,519,708,766,820,548,1,1,1w44,5
2vhq,NTPase P4,,,,23.895,2.15,2007-11-22,Mutant,No_EC,Q94M05_9VIRU,Q94M05,Pseudomonas phage phi12,Viruses,161736,No Enzyme,32.1406,52.605,27.798,ATP,504.1572,90.1989013129,BC,45,1,17,MG,,8,1,0,5,0,2,0,1,3145,540,722,803,847,548,1,1,1w44,5
1w48,NTPase P4,,,,18.62,2.3,2004-07-22,Wild_Type,No_EC,Q94M05_9VIRU,Q94M05,Pseudomonas phage phi12,Viruses,161736,No Enzyme,66.1066,53.4798,31.7943,APC,502.1844,90.24470427,AB,45,0,16,,,8,1,0,4,1,2,0,0,3855,597,847,1015,1080,548,1,1,1w44,5
2vhc,NTPase P4,,,,22.956,2.35,2007-11-20,Mutant,No_EC,Q94M05_9VIRU,Q94M05,Pseudomonas phage phi12,Viruses,161736,No Enzyme,66.8325,52.6993,31.4785,APC,502.1844,82.284062434,AB,41,1,20,MN,,9,1,0,7,0,2,0,1,4036,614,786,901,995,548,1,1,1w44,5
3fkq,NTRC-LIKE TWO-DOMAIN PROTEIN,,,,16.139,2.1,2008-12-17,Wild_Type,No_EC,,,,,,No Enzyme,2.6443,49.7036,24.923,ATP,507.181023,72.5258493353,A,38,1,20,MG,,8,1,0,7,3,0,0,1,5909,526,610,691,783,,,,,
3fmo,Nuclear pore complex protein Nup214,,,,30.051,2.51,2008-12-22,Wild_Type,3.6.1.,NU214_HUMAN,P35658,Homo sapiens ,Eukaryota,9606,Enzyme,45.1787,-18.3063,48.7497,ADP,427.201122,81.7869415808,B,36,0,18,,,6,1,0,8,3,0,0,0,6981,303,371,475,732,,,,,
2q5y,Nuclear pore complex protein Nup98-Nup96,,,,14.862,2.3,2007-06-03,Wild_Type,No_EC,NUP98_HUMAN,P52948,Homo sapiens ,Eukaryota,9606,No Enzyme,64.8003,127.3131,72.0648,TYR_GLY_LEU,351.3975,72.4683544304,AC,33,0,12,,,7,0,0,2,3,0,0,0,7072,452,621,702,745,,,,,
1xiu,Nuclear receptor coactivator 1,,,,21.01,2.5,2004-09-22,Wild_Type,2.3.1.48,NCOA1_HUMAN,Q15788,Homo sapiens ,Eukaryota,9606,Enzyme,23.3227,55.9899,67.2157,REA,299.4272,100,B,51,0,21,,,18,0,0,2,0,1,0,0,4572,448,472,472,496,,,,,
1n83,Nuclear receptor ROR-alpha,,,,10.076,1.63,2002-11-19,Mutant,No_EC,RORA_HUMAN,P35398,Homo sapiens ,Eukaryota,9606,No Enzyme,22.772,25.0633,17.5639,CLR,386.6535,96.07761438,A,54,0,19,,,19,0,0,0,0,0,0,0,641,597,617,617,617,569,1,1,1s0x,2
1s0x,Nuclear receptor ROR-alpha,,,,15.92,2.2,2004-01-05,Mutant,No_EC,RORA_HUMAN,P35398,Homo sapiens ,Eukaryota,9606,No Enzyme,21.7905,25.0565,17.7692,C3S,465.709,99.48837834,A,53,0,26,,,21,0,0,3,0,2,0,0,3537,631,681,685,685,569,1,1,1s0x,2
1nq7,Nuclear receptor ROR-beta,,,,9.938,1.5,2003-01-21,Wild_Type,No_EC,RORB_RAT,P45446,Rattus norvegicus ,Eukaryota,10116,No Enzyme,24.4705,29.392,7.7496,ARL,339.491,99.26321091,A,55,0,27,,,22,0,0,3,0,2,0,0,299,600,644,685,702,570,1,1,1nq7,2
1n4h,Nuclear receptor ROR-beta,,,,14.451,2.1,2002-10-31,Wild_Type,No_EC,RORB_RAT,P45446,Rattus norvegicus ,Eukaryota,10116,No Enzyme,25.1041,29.681,7.9624,REA,299.4272,98.16712934,A,49,0,24,,,19,0,0,3,0,2,0,0,2976,556,624,624,624,570,1,1,1nq7,2
3kyt,Nuclear receptor ROR-gamma,,,,11.42,2.35,2009-12-07,Wild_Type,No_EC,RORG_HUMAN,P51449,Homo sapiens ,Eukaryota,9606,No Enzyme,-24.7166,4.3538,-16.8087,HC2,402.65294,99.0977443609,A,51,0,18,,,18,0,0,0,0,0,0,0,7970,664,678,688,688,1282,1,1,3l0j,3
3l0j,Nuclear receptor ROR-gamma,,,,11.269,2.4,2009-12-10,Wild_Type,No_EC,RORG_HUMAN,P51449,Homo sapiens ,Eukaryota,9606,No Enzyme,-24.5187,-5.1512,-24.1198,HC9,402.65294,98.8304093567,A,53,0,21,,,21,0,0,0,0,0,0,0,7983,587,627,627,627,1282,1,1,3l0j,3
3l0l,Nuclear receptor ROR-gamma,,,,5.857,1.74,2009-12-10,Wild_Type,No_EC,RORG_HUMAN  ,P51449,Homo sapiens,Eukaryota,9606,No Enzyme,-22.354,-5.9924,7.0535,HC3,402.65294,98.825256975,A,52,0,20,,,20,0,0,0,0,0,0,0,7985,627,675,698,735,1282,1,1,3l0j,3
2q3y,Nuclear receptor subfamily 0 group B member 2,,,,15.035,2.4,2007-05-30,Mutant,No_EC,NR0B2_HUMAN,Q15466,Homo sapiens ,Eukaryota,9606,No Enzyme,-8.9951,-30.4595,-18.4573,1CA,330.4611,100,A,50,0,20,,,17,0,0,3,0,0,0,0,4245,344,354,354,354,,,,,
1ilh,Nuclear receptor subfamily 1 group I member 2,,,,21.527,2.76,2001-05-08,Mutant,No_EC,NR1I2_HUMAN,O75469,Homo sapiens ,Eukaryota,9606,No Enzyme,9.5376,74.8857,-1.792,SRL,504.5336,96.86064027,A,56,0,19,,,17,0,1,0,1,0,0,0,5145,840,921,921,948,571,1,1,1m13,4
1m13,Nuclear receptor subfamily 1 group I member 2,,,,18.798,2.15,2002-06-17,Mutant,No_EC,NR1I2_HUMAN,O75469,Homo sapiens ,Eukaryota,9606,No Enzyme,10.6358,75.984,-1.6099,HYF,535.777,100,A,59,0,24,,,22,0,0,2,0,0,0,0,5610,877,978,1026,1039,571,1,1,1m13,4
2qnv,Nuclear receptor subfamily 1 group I member 2,,,,24.233,2.8,2007-07-19,Mutant,No_EC,NR1I2_HUMAN,O75469,Homo sapiens ,Eukaryota,9606,No Enzyme,11.8879,15.3449,22.1851,CDZ,399.543,95.8208955224,A,46,0,17,,,16,0,0,1,0,0,0,0,5962,637,776,864,928,571,1,1,1m13,4
3hvl,Nuclear receptor subfamily 1 group I member 2,,,,28.318,2.1,2009-06-16,Mutant,2.3.1.48,NR1I2_HUMAN,O75469,Homo sapiens ,Eukaryota,9606,Enzyme,51.8583,36.2464,13.3812,SRL,504.533602,99.2227979275,B,64,0,25,,,23,0,1,1,0,0,0,0,7341,705,766,813,833,571,1,1,1m13,4
1xvp,Nuclear receptor subfamily 1 group I member 3,,,,33.577,2.6,2004-10-28,Mutant,No_EC,NR1I3_HUMAN,Q14994,Homo sapiens ,Eukaryota,9606,No Enzyme,25.4538,54.0214,29.2805,CID,436.742,100,D,48,0,25,,,21,0,4,0,0,0,0,0,4815,506,519,519,519,572,1,1,1xv9,3
1xnx,Nuclear receptor subfamily 1 group I member 3,,,,19.794,2.9,2004-10-05,Mutant,No_EC,NR1I3_MOUSE,O35627,Mus musculus ,Eukaryota,10090,No Enzyme,22.2805,61.9482,70.8523,ATE,274.4409,100,B,42,0,13,,,13,0,0,0,0,0,0,0,5393,469,492,543,590,572,1,1,1xv9,3
1xv9,Nuclear receptor subfamily 1 group I member 3,,,,35.248,2.7,2004-10-27,Mutant,No_EC,NR1I3_HUMAN,Q14994,Homo sapiens ,Eukaryota,9606,No Enzyme,29.2029,65.8773,76.5646,CI2,316.4776,100,B,45,0,16,,,16,0,0,0,0,0,0,0,5655,459,472,472,496,572,1,1,1xv9,3
1gyb,Nuclear transport factor 2,,,,13.302,1.9,2002-04-22,Mutant,No_EC,NTF2_YEAST,P33331,Saccharomyces cerevisiae ,Eukaryota,4932,No Enzyme,14.5825,15.9531,30.3986,PHE_SER_PHE,399.4403,60.49133103,AB,27,0,10,,,9,0,0,0,1,0,0,0,1739,462,496,502,502,,,,,
2dxe,Nucleoside diphosphate kinase,,,,7.099,1.7,2006-08-25,Mutant,2.7.4.6,NDK_PYRHO,O58429,Pyrococcus horikoshii,Archaea,53953,Enzyme,30.7032,-0.8851,-8.6659,GDP,441.1846,80.05119642,A,33,1,16,MG,,7,1,0,4,1,2,0,1,824,378,445,492,540,573,1,1,1kdn,17
2dya,Nucleoside diphosphate kinase,,,,6.784,1.77,2006-09-08,Mutant,2.7.4.6,NDK_PYRHO,O58429,Pyrococcus horikoshii,Archaea,53953,Enzyme,19.055,34.2548,-8.4941,ADP,425.1852,81.5127095,A,32,1,19,MG,,8,1,0,6,1,2,0,1,1049,394,432,438,438,573,1,1,1kdn,17
1f3f,Nucleoside diphosphate kinase,,,,15.805,1.85,2000-06-02,Mutant,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,23.6664,44.4659,35.2842,D4T,461.1292,82.69458092,AC,35,1,18,MG,,7,1,0,6,0,3,0,1,1508,398,523,614,624,573,1,1,1kdn,17
1nhk,Nucleoside diphosphate kinase,,,,13.659,1.9,1994-12-09,Wild_Type,2.7.4.6,NDK_MYXXA,P15266,Myxococcus xanthus,Bacteria,34,Enzyme,14.1015,33.1859,-20.6719,CMP,328.198,76.5224872,R,28,0,13,,,6,1,0,3,1,2,0,0,1736,202,222,229,229,573,1,1,1kdn,17
1nlk,Nucleoside diphosphate kinase,,,,10.788,2,1994-03-01,Wild_Type,2.7.4.6,NDK_MYXXA,P15266,Myxococcus xanthus,Bacteria,34,Enzyme,31.0364,57.0746,16.7663,ADP,425.1852,75.61169474,L,29,1,12,MG,,6,1,0,3,0,1,0,1,2249,597,779,860,867,573,1,1,1kdn,17
1kdn,Nucleoside diphosphate kinase,,,,9.139,2,1996-09-10,Wild_Type,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,52.5115,1.3976,9.7957,ADP,425.1852,80.91513794,AC,32,1,17,MG,,8,1,0,5,0,2,0,1,2253,297,334,340,361,573,1,1,1kdn,17
1ndc,Nucleoside diphosphate kinase,,,,4.289,2,1994-04-27,Wild_Type,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,18.7686,-9.5024,-20.6218,TYD,400.1725,78.55489539,A,30,1,14,MG,,5,1,0,5,0,2,0,1,2255,293,435,533,567,573,1,1,1kdn,17
1s5z,Nucleoside diphosphate kinase,,,,9.503,2,2004-01-22,Wild_Type,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,-0.3345,-20.3262,7.2015,SON,388.25,80.13775686,AF,29,0,13,,,7,1,0,3,0,2,0,0,2256,378,459,486,529,573,1,1,1kdn,17
2az3,Nucleoside diphosphate kinase,,,,19.553,2.2,2005-09-09,Mutant,2.7.4.6,NDK_HALSA,P61136,Halobacterium salinarium ,Archaea,2242,Enzyme,21.577,-0.6259,20.2686,CDP,404.1844,95.15880674,BCFA,39,1,17,MG,,9,0,0,4,1,2,0,1,3529,374,401,401,401,573,1,1,1kdn,17
1lwx,Nucleoside diphosphate kinase,,,,14.14,2.3,1997-04-30,Mutant,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,52.1276,1.9601,10.0058,AZD,426.1932,87.36965564,AC,32,1,15,MG,,7,1,0,3,0,3,0,1,3856,313,361,384,384,573,1,1,1kdn,17
1b4s,Nucleoside diphosphate kinase,,,,12.149,2.5,1998-12-28,Mutant,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,51.1555,1.2556,9.6928,ADP,425.1852,82.74022745,AC,31,1,18,MG,,8,1,0,5,1,2,0,1,4569,344,421,445,445,573,1,1,1kdn,17
2b8q,Nucleoside diphosphate kinase,,,,25.087,2.5,2005-10-10,Mutant,2.7.4.6,NDK_MIMIV,Q5UQL3,Acanthamoeba polyphaga mimivirus ,Viruses,212035,Enzyme,22.8324,13.0652,19.5312,TYD,400.1725,77.75034904,EA,28,1,13,MG,,6,1,0,3,0,2,0,1,4570,337,455,560,668,573,1,1,1kdn,17
1hiy,Nucleoside diphosphate kinase,,,,18.248,2.6,2001-01-05,Wild_Type,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,52.5227,1.5697,9.6243,3AN,425.2084,76.48864218,AC,28,0,13,,,6,1,0,3,1,2,0,0,4929,445,533,546,546,573,1,1,1kdn,17
1wkk,Nucleoside diphosphate kinase,,,,23.625,2.7,2004-06-01,Wild_Type,2.7.4.6,NDK_THET8,Q5SLV5,Thermus thermophilus ,Bacteria,300852,Enzyme,21.6782,66.0474,33.5915,GDP,441.1846,77.25068776,A,28,0,15,,,6,0,1,4,0,4,0,0,5101,435,540,617,671,573,1,1,1kdn,17
1b99,Nucleoside diphosphate kinase,,,,6.061,2.7,1999-02-22,Wild_Type,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,-0.2353,-20.3356,7.341,FUP,388.137,83.24420875,AF,30,0,12,,,8,1,0,1,0,2,0,0,5099,398,432,438,455,573,1,1,1kdn,17
1mn9,Nucleoside diphosphate kinase,,,,22.364,2.9,2002-09-05,Mutant,2.7.4.6,NDKC_DICDI,P22887,Dictyostelium discoideum ,Eukaryota,44689,Enzyme,32.8272,33.3478,10.5894,RTP,481.1206,79.9600046,BCA,35,1,18,MG,,6,1,0,7,0,3,0,1,5395,263,340,371,378,573,1,1,1kdn,17
3b6b,Nucleoside diphosphate kinase,,,,16.327,2,2007-10-28,Mutant,2.7.4.6,NDK_MIMIV,Q5UQL3,Acanthamoeba polyphaga mimivirus ,Viruses,212035,Enzyme,73.7927,65.6472,69.2676,DGI,424.177302,74.2160278746,B,28,1,18,MG,,6,1,0,6,0,4,0,1,6100,286,327,344,347,573,1,1,1kdn,17
1zs6,Nucleoside diphosphate kinase 3,,,,9.193,2.3,2005-05-23,Wild_Type,2.7.4.6,NDK3_HUMAN,Q13232,Homo sapiens ,Eukaryota,9606,Enzyme,46.8758,26.5361,25.6581,ADP,425.1852,82.76425137,AB,32,0,16,,,9,1,0,4,1,1,0,0,3857,631,826,867,867,,,,,
1ucn,Nucleoside diphosphate kinase A,,,,22.171,2,2003-04-16,Mutant,2.7.4.6,NDKA_HUMAN,P15531,Homo sapiens ,Eukaryota,9606,Enzyme,-11.6186,95.2438,19.8006,ADP,425.1852,80.5489354,AB,30,1,16,CA,,7,1,0,5,0,2,0,1,2258,229,253,256,259,,,,,
1be4,Nucleoside diphosphate kinase A 2,,,,23.599,2.4,1998-05-19,Wild_Type,2.7.4.6,NDKA2_BOVIN,P52175,Bos taurus ,Eukaryota,9913,Enzyme,46.1419,84.221,-7.457,PCG,344.1974,80.84664484,BC,29,0,18,,,9,1,0,3,1,4,0,0,4223,303,357,364,364,,,,,
1nue,Nucleoside diphosphate kinase B,,,,7.687,2,1995-10-06,Wild_Type,2.7.4.6,NDKB_HUMAN,P22392,Homo sapiens ,Eukaryota,9606,Enzyme,21.8432,64.9201,53.1062,GDP,441.1846,82.4582961,AC,33,1,18,MG,,8,1,0,5,1,2,0,1,2260,405,445,455,482,1002,1,1,3bbb,2
3bbb,Nucleoside diphosphate kinase B,,,,11.227,1.3,2007-11-09,Wild_Type,2.7.4.6,NDKB_HUMAN,P22392,Homo sapiens ,Eukaryota,9606,Enzyme,-22.2726,-21.6254,41.9736,DA_DG,579.439921,66.265060241,AC,29,0,16,,,8,1,0,3,1,3,0,0,7029,614,695,732,732,1002,1,1,3bbb,2
2mjp,Nucleoside-triphosphatase,,,,3.486,2.2,1999-01-27,Wild_Type,3.6.1.15,NTPA_METJA,Q57679,Methanocaldococcus jannaschii ,Archaea,2190,Enzyme,25.5426,11.3101,-0.6812,ANP,503.1724,74.70555455,A,33,0,12,,,5,0,1,2,2,2,0,0,3362,529,735,830,877,,,,,
2q16,Nucleoside-triphosphatase rdgB,,,,14.123,1.95,2007-05-23,Mutant,3.6.1.15,RDGB_ECOLI,P52061,Escherichia coli ,Bacteria,83333,Enzyme,36.4584,5.1196,9.1718,ITT,505.142,93.7894129613,A,50,1,25,CA,,12,0,2,7,1,2,0,1,2050,469,614,661,671,574,1,1,2q16,2
2pyu,Nucleoside-triphosphatase rdgB,,,,14.27,2.02,2007-05-16,Mutant,3.6.1.15,RDGB_ECOLI,P52061,Escherichia coli ,Bacteria,83333,Enzyme,10.262,-15.709,1.6626,IMP,347.198,85.9754863331,A,37,0,18,,,11,2,2,2,1,0,0,0,2682,199,199,216,239,574,1,1,2q16,2
3hbn,"Nucleotidase specific for PseC product,UDP-4-amino-4,6-dideoxy-beta-L-AltNAc",,,,9.283,1.85,2009-05-04,Mutant,No_EC,Q0P8U5_CAMJE,Q0P8U5,Campylobacter jejuni,Bacteria,197,No Enzyme,-11.0687,25.7796,-3.836,UDP,401.137362,93.1777378815,A,45,0,18,,,12,0,0,6,0,0,0,0,6762,448,610,644,644,,,,,
2q1s,Nucleotide sugar epimerase/dehydratase,,,,21.239,1.5,2007-05-25,Mutant,No_EC,O87989_BORBR,O87989,Bordetella bronchiseptica ,Bacteria,518,No Enzyme,20.2574,13.9547,16.2915,NAI,663.4251,97.9295849488,A,67,0,39,,,23,0,0,10,5,1,0,0,294,556,590,594,624,1103,2,1,2q1s,4
2q1u,Nucleotide sugar epimerase/dehydratase,,,,11.501,1.7,2007-05-25,Mutant,No_EC,O87989_BORBR,O87989,Bordetella bronchiseptica ,Bacteria,518,No Enzyme,36.4751,24.8338,-2.9589,UDP,323.1733,73.747185987,B,24,0,8,,,5,0,1,1,1,0,0,0,852,121,141,162,162,1103,2,2,2q1u,4
2q1t,Nucleotide sugar epimerase/dehydratase,,,,22.998,1.75,2007-05-25,Mutant,No_EC,O87989_BORBR,O87989,Bordetella bronchiseptica ,Bacteria,518,No Enzyme,16.1054,63.732,32.9372,UDP,402.1453,72.3771730103,A,27,0,14,,,7,0,1,3,2,1,0,0,980,401,425,428,428,1103,2,2,2q1u,4
2pzj,Nucleotide sugar epimerase/dehydratase,,,,15.343,1.9,2007-05-18,Mutant,No_EC,O87989_BORBR,O87989,Bordetella bronchiseptica ,Bacteria,518,No Enzyme,20.1906,13.9237,16.2163,NAD,662.4172,98.0987773582,A,64,0,41,,,24,0,1,10,4,2,0,0,1863,519,540,540,540,1103,2,1,2q1s,4
